data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6866039,434,LBY9216,9216,11-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Noufliyin,32.8919,13.2161,1,Reuters,International,On 11 February 2020 LNA forces shelled the residential area of Noufliyin in Tripoli no casualties or damages reported.,0,1581982120,LBY
6866040,434,LBY9219,9219,11-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Souq Al Jumaa,32.88,13.2323,1,Reuters,International,On 11 February 2020 LNA forces shelled the residential area of Souq Al Jumaa in Tripoli no casualties or damages reported.,0,1581982120,LBY
6865578,434,LBY9215,9215,11-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,,,0,10,Northern Africa,Libya,Tripoli,Tripoli,,Bab Tajura,32.8902,13.2322,1,Libya24; Al Wasat (Libya),National,On 11 February 2020 indiscriminate shells fired by presumed LNA forces fell in Bab Tajura without causing any reported fatalities or damages.,0,1581982119,LBY
6865943,434,LBY9214,9214,10-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Unidentified Armed Group (Libya),,3,,,0,30,Northern Africa,Libya,Tripoli,Tripoli,,Mashru Al Hadba,32.7601,13.1653,1,Libya24,National,On 10 February 2020 indiscriminate shells reportedly fell near an illegal immigrant detention center in Mashru Al Hadba. No casualties reported.,0,1581982120,LBY
6865945,434,LBY9213,9213,10-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya24,National,On 10 February 2020 GNA targeted two LNA vehicles in Ayn Zarah and reportedly wounded several LNA soldiers.,0,1581982120,LBY
6865577,434,LBY9212,9212,10-Feb-20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Armed Group (Libya),,3,Civilians (Libya),Students (Libya),7,37,Northern Africa,Libya,Azzawya,Azzawya,,Abu Isa,32.7531,12.6311,1,Libya24; Address Libya,National,On 10 February 2020 three students were wounded by the explosion of an explosive device in Abu Isa (Western Az Zawiyah) the group behind the bombing is unknown.,0,1581982119,LBY
6865944,434,LBY9211,9211,09-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Aljfara,Aljfara,,Qasr Bin Ghashr,32.6878,13.1739,1,Libya24,National,On 9 February 2020 GNA forces targeted LNA positions with heavy artillery no casualties reported.,0,1581982120,LBY
6862437,434,LBY9208,9208,08-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2014-) Haftar Faction,,1,Civilians (International),Labour Group (International),7,17,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Libya Observer,National,On 8 February 2020 three foreign workers were reportedly wounded by an indiscriminate shelling in Ayn Zarah attributed to LNA forces.,0,1581370013,LBY
6862439,434,LBY9209,9209,08-Feb-20,2020,1,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Aljfara,Aljfara,,Khela Ben Oun,32.7461,13.2086,2,Libya24,National,On 8 February 2020 GNA forces reportedly targeted LNA positions near the Yarmouk Camp near Khela Ben Oun no casualties reported.,0,1581370013,LBY
6862287,434,LBY9207,9207,08-Feb-20,2020,1,Strategic developments,Disrupted weapons use,Military Forces of Libya (2016-) Government of National Accord,,1,Military Forces of Libya (2014-) Haftar Faction,,1,11,Northern Africa,Libya,Tripoli,Tripoli,,Ayn Zarah,32.8133,13.2697,1,Ean Libya Limited,National,On 8 February 2020 GNA forces reportedly destroyed an LNA Grad launcher in Ayn Zarah.,0,1581370013,LBY
